tool_id	name	description	panel_section_id	panel_section_name
toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_interlacer/fastq_paired_end_interlacer/1.2.0.1+galaxy0	FASTQ interlacer	on paired end reads	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.2+galaxy0	FASTQ joiner	on paired end reads	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_splitter/fastq_paired_end_splitter/1.2+galaxy0	FASTQ splitter	on joined paired end reads	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_fasta/cshl_fastq_to_fasta/1.0.2+galaxy2	FASTQ to FASTA	converter from FASTX-toolkit	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/fastqtofasta/fastq_to_fasta_python/1.2+galaxy0	FASTQ to FASTA	converter	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_tabular/fastq_to_tabular/1.1.5+galaxy2	FASTQ to Tabular	converter	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/fastqe/fastqe/0.3.1+galaxy0	FASTQE	visualize fastq files with emoji's 🧬😎	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.4	FLASH	adjust length of short reads	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/falco/falco/1.2.4+galaxy0	Falco	An alternative, more performant implementation of FastQC for high throughput sequence quality control	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.74+galaxy1	FastQC	Read Quality reports	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/fasta_stats/fasta-stats/2.0	Fasta Statistics	display summary statistics for a FASTA file	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/mbernt/fasta_regex_finder/fasta_regex_finder/0.1.0	Fasta regular expression finder	Search in fasta for regexp match	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/fastplong/fastplong/0.4.1+galaxy0	Fastplong	Filter and trim long reads	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/fastq_groupmerge/fastq_groupmerge/1.0.2+galaxy0	Fastq groupmerge	Group FASTQ files together based on a set grouping in a metadata file	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/fastq_filter/fastq_filter/1.2+galaxy0	Filter FASTQ	reads by quality score and length	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/fastq_quality_filter/cshl_fastq_quality_filter/1.0.2+galaxy2	Filter by quality		fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/fasta_filter_by_length/fasta_filter_by_length/1.2	Filter sequences by length		fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/peterjc/seq_filter_by_mapping/seq_filter_by_mapping/0.0.8	Filter sequences by mapping	from SAM/BAM file	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/bctools_extract_crosslinked_nucleotides/bctools_extract_crosslinked_nucleotides/0.2.1	Get crosslinked nucleotides	from full alignments	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/gbcs-embl-heidelberg/je_clip/je_clip/1.2.1	Je-Clip	clips Unique Molecular Identifiers (UMIs) from fastq files	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/gbcs-embl-heidelberg/je_demultiplex/je_demultiplex/1.2.1	Je-Demultiplex	demultiplexes fastq files	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/gbcs-embl-heidelberg/je_demultiplex_illu/je_demultiplex_illu/1.2.1	Je-Demultiplex-Illu	demultiplexes fastq files using Illumina Index file	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/gbcs-embl-heidelberg/je_markdupes/je_markdupes/1.2.1	Je-MarkDuplicates	to filter BAM files for read duplicates taking UMIs into account	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/fasta_clipping_histogram/cshl_fasta_clipping_histogram/1.0.1+galaxy2	Length Distribution	chart	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/fastq_manipulation/fastq_manipulation/1.2+galaxy0	Manipulate FASTQ	reads on various attributes	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/bctools_merge_pcr_duplicates/bctools_merge_pcr_duplicates/0.2.2	Merge PCR duplicates	according to UMIs	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/seqprep/seqprep/1.3.2+galaxy0	Merging paired-end Illumina reads (SeqPrep)	Merge and Trim Adapter Sequences from Paired-End Illumina Reads	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/ncbi_fcs_gx/ncbi_fcs_gx/0.5.5+galaxy2	NCBI FCS GX	detects contamination from foreign organisms in genome sequences	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/prinseq/prinseq/0.20.4+galaxy2	PRINSEQ	to process quality of sequences	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/pear/iuc_pear/0.9.6.4	Pear	Paired-End read merger	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/fastq_quality_converter/cshl_fastq_quality_converter/1.0.1+galaxy2	Quality format converter	(ASCII-Numeric)	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/rcorrector/rcorrector/1.0.3+galaxy1	RNA-seq Rcorrector	a kmer-based error correction method for RNA-seq data	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.2+galaxy2	RNA/DNA	converter	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/rrmscorer/rrmscorer/1.0.11+galaxy0	RRM-Scorer	Predicts RNA Recognition Motif (RRM) scores	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/bctools_remove_tail/bctools_remove_tail/0.2.2	Remove 3'-end nts	from FASTQ	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/cpt/cpt_fasta_remove_id/edu.tamu.cpt.fasta.remove_desc/19.1.0.0	Remove Description	from fasta file	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/fastx_artifacts_filter/cshl_fastx_artifacts_filter/1.0.1+galaxy2	Remove sequencing artifacts		fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/bctools_remove_spurious_events/bctools_remove_spurious_events/0.2.2	Remove spurious	crosslinking events	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/fastx_renamer/cshl_fastx_renamer/0.0.14+galaxy2	Rename sequences		fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/fastx_reverse_complement/cshl_fastx_reverse_complement/1.0.2+galaxy2	Reverse-Complement		fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/short_reads_trim_seq/trim_reads/1.0.0	Select high quality segments		fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/seqkit_head/seqkit_head/2.12.0+galaxy0	SeqKit Head	Displays N records of a FASTA or FASTQ file	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/seqkit_fx2tab/seqkit_fx2tab/2.12.0+galaxy0	SeqKit fx2tab	convert FASTA/Q to tabular	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/seqkit_locate/seqkit_locate/2.12.0+galaxy0	SeqKit locate	subsequences/motifs, mismatch allowed	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/seqkit_sort/seqkit_sort/2.12.0+galaxy0	SeqKit sort	FASTA or FASTQ files	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/seqkit_stats/seqkit_stats/2.12.0+galaxy0	SeqKit statistics	of FASTA/Q files	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/seqkit_translate/seqkit_translate/2.12.0+galaxy0	SeqKit translate	nucleotid to protein sequence	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/seqkit_split2/seqkit_split2/2.12.0+galaxy1	Seqkit Split2	Split sequences into files by part size, number of parts, or length	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/sickle/sickle/1.33.3	Sickle	Windowed adaptive trimming of FASTQ data	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/rnateam/splitfasta/rbc_splitfasta/0.5.0	Split Fasta	files into a collection	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.1.5+galaxy2	Tabular to FASTQ	converter	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fasta/tab2fasta/1.1.1	Tabular-to-FASTA	converts tabular file to FASTA format	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/peterjc/align_back_trans/align_back_trans/0.0.10	Thread nucleotides onto a protein alignment (back-translation)	Gives a codon aware alignment	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.6.10+galaxy0	Trim Galore!	Quality and adapter trimmer of reads	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/rnateam/atactk_trim_adapters/atactk_trim_adapters/0.1.6	Trim putative adapter sequence		fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/fastx_trimmer/cshl_fastx_trimmer/1.0.2+galaxy2	Trim sequences		fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/pjbriggs/trimmomatic/trimmomatic/0.39+galaxy2	Trimmomatic	flexible read trimming tool for Illumina NGS data	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/umi_tools_count/umi_tools_count/1.1.6+galaxy0	UMI-tools count	performs quantification of UMIs from BAM files	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/umi_tools_dedup/umi_tools_dedup/1.1.6+galaxy0	UMI-tools deduplicate	Extract UMI from fastq files	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/umi_tools_extract/umi_tools_extract/1.1.6+galaxy0	UMI-tools extract	Extract UMI from fastq files	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/umi_tools_group/umi_tools_group/1.1.6+galaxy0	UMI-tools group	Extract UMI from fastq files	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/umi_tools_whitelist/umi_tools_whitelist/1.1.6+galaxy0	UMI-tools whitelist	Extract cell barcodes from FASTQ files	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/ucsc_fasplit/fasplit/482	faSplit	Split a FASTA file	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/fastp/fastp/1.0.1+galaxy3	fastp	fast all-in-one preprocessing for FASTQ files	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/lparsons/fastq_join/fastq_join/1.1.2-806	fastq-join	- Joins two paired-end reads on the overlapping ends	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/filtlong/filtlong/0.3.1+galaxy0	filtlong	Filtering long reads by quality	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/bgruening/gfastats/gfastats/1.3.11+galaxy0	gfastats	The swiss army knife for Genome Assembly	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/bgruening/lighter/lighter/1.0	lighter	can correct the reads containing sequence errors	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/rnateam/mqc/mqc/1.9	mQC	quality control of ribosome profiling mapping results	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/rasusa/rasusa/2.0.0+galaxy0	rasusa	Randomly subsample reads to a specified coverage	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/richard-burhans/rdeval/rdeval/0.0.7+galaxy5	rdeval	Multithreaded read analysis and manipulation tool.	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/richard-burhans/rdeval/rdeval_report/0.0.7+galaxy5	rdeval report	Read summary and figures.	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_comp/1.5+galaxy0	seqtk_comp	get the nucleotide composition of FASTA/Q	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_cutN/1.5+galaxy0	seqtk_cutN	cut sequence at long N	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_dropse/1.5+galaxy0	seqtk_dropse	drop unpaired from interleaved Paired End FASTA/Q	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_fqchk/1.5+galaxy0	seqtk_fqchk	fastq QC (base/quality summary)	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_hety/1.5+galaxy0	seqtk_hety	regional heterozygosity	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_listhet/1.5+galaxy0	seqtk_listhet	extract the position of each het	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_mergefa/1.5+galaxy1	seqtk_mergefa	Merge two FASTA/Q files into a FASTA file output	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_mergepe/1.5+galaxy0	seqtk_mergepe	interleave two unpaired FASTA/Q files for a paired-end file	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_mutfa/1.5+galaxy0	seqtk_mutfa	point mutate FASTA at specified positions	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_randbase/1.5+galaxy0	seqtk_randbase	choose a random base from hets	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_sample/1.5+galaxy0	seqtk_sample	random subsample of fasta or fastq sequences	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_seq/1.5+galaxy1	seqtk_seq	common transformation of FASTA/Q	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_subseq/1.5+galaxy0	seqtk_subseq	extract subsequences from FASTA/Q files	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_telo/1.5+galaxy0	seqtk_telo	find telomeres	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_trimfq/1.5+galaxy0	seqtk_trimfq	trim FASTQ using the Phred algorithm	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/extract_genomic_dna/Extract genomic DNA 1/3.0.3+galaxy3	Extract Genomic DNA	using coordinates from assembled/unassembled genomes	fetch_sequences___alignments	Fetch Sequences / Alignments
Interval2Maf1	Extract MAF blocks	given a set of genomic intervals	fetch_sequences___alignments	Fetch Sequences / Alignments
maf_by_block_number1	Extract MAF by block number	given a set of block numbers and a MAF file	fetch_sequences___alignments	Fetch Sequences / Alignments
Interval2Maf_pairwise1	Extract Pairwise MAF blocks	given a set of genomic intervals	fetch_sequences___alignments	Fetch Sequences / Alignments
MAF_filter	Filter MAF	by specified attributes	fetch_sequences___alignments	Fetch Sequences / Alignments
MAF_Limit_To_Species1	Filter MAF blocks	by Species	fetch_sequences___alignments	Fetch Sequences / Alignments
maf_limit_size1	Filter MAF blocks	by Size	fetch_sequences___alignments	Fetch Sequences / Alignments
toolshed.g2.bx.psu.edu/repos/iuc/fraggenescan/fraggenescan/1.30.0	FragGeneScan	for finding (fragmented) genes in short reads	fetch_sequences___alignments	Fetch Sequences / Alignments
gene2exon1	Gene BED To Exon/Intron/Codon BED	expander	fetch_sequences___alignments	Fetch Sequences / Alignments
toolshed.g2.bx.psu.edu/repos/iuc/length_and_gc_content/length_and_gc_content/0.1.1	Gene length and GC content	from GTF and FASTA file	fetch_sequences___alignments	Fetch Sequences / Alignments
MAF_Thread_For_Species1	Join MAF blocks	by Species	fetch_sequences___alignments	Fetch Sequences / Alignments
maf_stats1	MAF Coverage Stats	Alignment coverage information	fetch_sequences___alignments	Fetch Sequences / Alignments
MAF_Reverse_Complement_1	Reverse Complement	a MAF file	fetch_sequences___alignments	Fetch Sequences / Alignments
toolshed.g2.bx.psu.edu/repos/iuc/seqkit_locate/seqkit_locate/2.3.1+galaxy0	SeqKit locate	subsequences/motifs, mismatch allowed	fetch_sequences___alignments	Fetch Sequences / Alignments
MAF_split_blocks_by_species1	Split MAF blocks	by Species	fetch_sequences___alignments	Fetch Sequences / Alignments
GeneBed_Maf_Fasta2	Stitch Gene blocks	given a set of coding exon intervals	fetch_sequences___alignments	Fetch Sequences / Alignments
Interval_Maf_Merged_Fasta2	Stitch MAF blocks	given a set of genomic intervals	fetch_sequences___alignments	Fetch Sequences / Alignments
toolshed.g2.bx.psu.edu/repos/iuc/bigwig_outlier_bed/bigwig_outlier_bed/0.2.4+galaxy0	Bigwig outliers to bed features	Writes high and low bigwig runs as features in a bed file	filter_and_sort	Filter and Sort
toolshed.g2.bx.psu.edu/repos/bgruening/column_arrange_by_header/bg_column_arrange_by_header/0.2	Column arrange	by header name	filter_and_sort	Filter and Sort
Extract_features1	Extract features	from GFF data	filter_and_sort	Filter and Sort
Filter1	Filter	data on any column using simple expressions	filter_and_sort	Filter and Sort
toolshed.g2.bx.psu.edu/repos/galaxyp/filter_by_fasta_ids/filter_by_fasta_ids/2.3	Filter FASTA	on the headers and/or the sequences	filter_and_sort	Filter and Sort
gff_filter_by_attribute	Filter GFF data by attribute	using simple expressions	filter_and_sort	Filter and Sort
gff_filter_by_feature_count	Filter GFF data by feature count	using simple expressions	filter_and_sort	Filter and Sort
gtf_filter_by_attribute_values_list	Filter GTF data by attribute values_list		filter_and_sort	Filter and Sort
toolshed.g2.bx.psu.edu/repos/peterjc/seq_filter_by_id/seq_filter_by_id/0.2.9	Filter sequences by ID	from a tabular file	filter_and_sort	Filter and Sort
toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.12.10+galaxy0	GffCompare	Compare assembled transcripts to a reference annotation	filter_and_sort	Filter and Sort
Grep1	Select	lines that match an expression	filter_and_sort	Filter and Sort
toolshed.g2.bx.psu.edu/repos/peterjc/sample_seqs/sample_seqs/0.2.6	Sub-sample sequences files	e.g. to reduce coverage	filter_and_sort	Filter and Sort
toolshed.g2.bx.psu.edu/repos/iuc/xpath/xpath/1.0.0	XPath	compute xpath expressions on XML data	filter_and_sort	Filter and Sort
toolshed.g2.bx.psu.edu/repos/jjohnson/find_in_reference/find_in_reference/0.1.0	find in reference	filter peptides that are present in proteins	filter_and_sort	Filter and Sort
toolshed.g2.bx.psu.edu/repos/ecology/iabiodiv_smartbiodiv_med_environ/iabiodiv_smartbiodiv_med_environ/0.1.0	Adds environment variables	From Copernicus and etopo given geolocalized and timestamped observations	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/ecology/argo_getdata/argo_getdata/0.1.15+galaxy0	Argo data access	for global ocean in situ observing system	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/ecology/copernicusmarine/copernicusmarine/1.3.3+galaxy2	Copernicus Marine Data Store	retrieve marine data	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/sam_dump/3.1.1+galaxy1	Download and Extract Reads in BAM	format from NCBI SRA	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/3.1.1+galaxy1	Download and Extract Reads in FASTQ	format from NCBI SRA	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/sra_pileup/2.10.3	Download and Generate Pileup Format	from NCBI SRA	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/iuc/ebi_metagenomics_run_downloader/ebi_metagenomics_run_downloader/0.1.0	Download run data	from EBI Metagenomics database	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/iuc/ebi_search_rest_results/ebi_search_rest_results/0.1.1	EBI Search	to obtain search results on resources and services hosted at the EBI	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/iuc/ega_download_client/pyega3/5.0.2+galaxy0	EGA Download Client		get_data	Get Data
toolshed.g2.bx.psu.edu/repos/ecology/wormsmeasurements/WormsMeasurements/0.1.2	Enrich dataset with WoRMS	Enrich dataset with measurement type data from WoRMS	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fasterq_dump/3.1.1+galaxy1	Faster Download and Extract Reads in FASTQ	format from NCBI SRA	get_data	Get Data
microbial_import1	Get Microbial Data		get_data	Get Data
toolshed.g2.bx.psu.edu/repos/earlhaminst/ensembl_get_feature_info/get_feature_info/1.0.0	Get features by Ensembl ID	using REST API	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/earlhaminst/ensembl_get_genetree/get_genetree/1.0.0	Get gene tree by Ensembl ID	using REST API	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/earlhaminst/ensembl_get_sequences/get_sequences/1.0.0	Get sequences by Ensembl ID	using REST API	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/ecology/spocc_occ/spocc_occ/1.2.2	Get species occurrences data	from GBIF, OBIS, ALA, iNAT and others	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/iuc/iedb_api/iedb_api/2.15.3+galaxy1	IEDB	MHC Binding prediction	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/iuc/query_impc/query_impc/0.9.0	IMPC	query tool	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/iuc/ncbi_acc_download/ncbi_acc_download/0.2.8+galaxy0	NCBI Accession Download	Download sequences from GenBank/RefSeq by accession through the NCBI ENTREZ API	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/iuc/ncbi_datasets/datasets_download_gene/18.14.0+galaxy0	NCBI Datasets Gene	download gene sequences and metadata	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/iuc/ncbi_datasets/datasets_download_genome/18.14.0+galaxy0	NCBI Datasets Genomes	download genome sequence, annotation and metadata	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/iuc/ncbi_eutils_ecitmatch/ncbi_eutils_ecitmatch/1.2	NCBI ECitMatch	search NCBI for citations in PubMed	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/iuc/ncbi_eutils_efetch/ncbi_eutils_efetch/1.2	NCBI EFetch	fetch records from NCBI	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/iuc/ncbi_eutils_egquery/ncbi_eutils_egquery/1.2	NCBI EGQuery	Provides the number of records retrieved in all Entrez databases by a single text query.	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/iuc/ncbi_eutils_einfo/ncbi_eutils_einfo/1.2	NCBI EInfo	fetch NCBI database metadata	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/iuc/ncbi_eutils_elink/ncbi_eutils_elink/1.2	NCBI ELink	link UIDs from one database to another	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/iuc/ncbi_eutils_epost/ncbi_eutils_epost/1.2	NCBI EPost	post UIDs to NCBI History Server	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/iuc/ncbi_eutils_esearch/ncbi_eutils_esearch/1.2	NCBI ESearch	search NCBI Databases by text query	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/iuc/ncbi_eutils_esummary/ncbi_eutils_esummary/1.2	NCBI ESummary	fetch summary of history/ids	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/ecology/obis_data/obis_data/0.0.2	OBIS occurences	retrieve data	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/iuc/openalex_explorer/openalex_explorer/0.1.0+galaxy0	OpenAlex explorer	Fetch citing papers from OpenAlex using DOI, openAlex ID, or title	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/galaxyp/dbbuilder/dbbuilder/0.3.4	Protein Database Downloader		get_data	Get Data
toolshed.g2.bx.psu.edu/repos/iuc/enasearch_retrieve_data/enasearch_retrieve_data/0.1.1.0	Retrieve ENA data	(other than taxon and project)	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/iuc/enasearch_retrieve_taxons/enasearch_retrieve_taxons/0.1.1.0	Retrieve ENA taxon data		get_data	Get Data
toolshed.g2.bx.psu.edu/repos/iuc/enasearch_retrieve_run_report/enasearch_retrieve_run_report/0.1.1.0	Retrieve a run report		get_data	Get Data
toolshed.g2.bx.psu.edu/repos/iuc/enasearch_retrieve_analysis_report/enasearch_retrieve_analysis_report/0.1.1.0	Retrieve an analysis report		get_data	Get Data
toolshed.g2.bx.psu.edu/repos/ecology/retrieve_bold/retrieve_bold/1.3.0+galaxy0	Retrieve bold	Functions to search in Bold and download the available sequences of each subtaxa (get_fasta)	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/ecology/sdmpredictors_list_layers/sdmpredictors_list_layers/0.2.15+galaxy0	SdmPredictors List Layers	from environmental predictors for species distribution modeling	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/iuc/enasearch_search_data/enasearch_search_data/0.1.1.0	Search ENA data	given a query	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/galaxyp/uniprotxml_downloader/uniprotxml_downloader/2.5.0	UniProt	download proteome as XML or fasta	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/galaxyp/unipept/unipept/6.2.4+galaxy1	Unipept	retrieve taxonomy for peptides	get_data	Get Data
upload1	Upload File	from your computer	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/ecology/xarray_import_data/xarray_import_data/0.1.0	Xarray Import Data	Import a dataset from an OPeNDAP URL and convert it to a local NetCDF file using xarray.	get_data	Get Data
lftp	downloads	via lftps	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/iuc/fastq_dl/fastq_dl/3.0.1+galaxy1	fastq-dl	Download FASTQ files from ENA	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/iuc/pysradb_search/pysradb_search/1.4.2+galaxy2	pysradb search	sequence metadata from SRA/ENA	get_data	Get Data
toolshed.g2.bx.psu.edu/repos/imgteam/imagecoordinates_flipaxis/imagecoordinates_flipaxis/0.1	Switch axis coordinates	Switches the axes of an image and flips the y axis.	imaging	Imaging
toolshed.g2.bx.psu.edu/repos/bgruening/10x_bamtofastq/10x_bamtofastq/1.4.1	Convert a 10X BAM file to FASTQ		single-cell-section-scdata	Import/manipulate sc data
toolshed.g2.bx.psu.edu/repos/iuc/collection_column_join/collection_column_join/0.0.3	Column join	on multiple datasets	join__subtract_and_group	Join, Subtract and Group
